,年度,縣市別,序號,醫療院所名稱,醫療院所十碼代碼,郵遞區號,地    址
4697,2015,新竹市,4698,范診所,3512010724,300,新竹市東區長春街39號
4698,2015,新竹市,4699,蘇銘煜診所,3512010902,300,新竹市東區光復路一段301號
4699,2015,新竹市,4700,吳廷臣診所,3512011034,300,新竹市東區中央路176號1樓
4700,2015,新竹市,4701,苑芝珊診所,3512010715,300,新竹市東區建功一路59巷22號
4701,2015,新竹市,4702,廖明厚小兒科診所,3512011150,300,新竹市東區民族路130號
4702,2015,新竹市,4703,吳憲一內兒科診所,3512010288,300,新竹市東區西大路135巷12號
4703,2015,新竹市,4704,吳雨圭診所,3512011221,300,新竹市東區中正路55號
4704,2015,新竹市,4705,謝德貴兒童診所,3512013645,300,新竹光東區復路一段360-2號
4705,2015,新竹市,4706,新竹馬偕醫院,1112010519,300,新竹市東區光復路二段690號
4706,2015,新竹市,4707,林正弘小兒科診所,3512012773,300,新竹市東區光華東街16號
4707,2015,新竹市,4708,啟恩小兒科診所,3512012728,300,新竹市東區中央路269號1樓
4708,2015,新竹市,4709,簡小兒科內科,3512010617,300,新竹市東區西大路364號
4709,2015,新竹市,4710,佳醫診所,3512013654,300,新竹市東區中華路2段704號
4710,2015,新竹市,4711,億安診所,3512013565,300,新竹市東區民族路112號
4711,2015,新竹市,4712,北區衛生所,2312041028,300,新竹市北區國華街69號1樓
4712,2015,新竹市,4713,邊子揚診所,3512040446,300,新竹市北區中正路277號
4713,2015,新竹市,4714,林敬堯親子診所,3512042600,300,新竹市北區湳雅街120號
4714,2015,新竹市,4715,杏春內兒科,3512040124,300,新竹市北區民富街101號
4715,2015,新竹市,4716,實和診所,3512042315,300,新竹市北區中山路29號
4716,2015,新竹市,4717,張錚小兒科,3512040893,300,新竹市北區中正路317號
4717,2015,新竹市,4718,陳君毅小兒科,3512042208,300,新竹市北區西大路738號
4718,2015,新竹市,4719,張桓小兒科,3512040982,300,新竹市北區林森路250號1樓
4719,2015,新竹市,4720,國立台灣大學附設醫院新竹分院,0112040016,300,新竹市北區經國路一段442巷25號
4720,2015,新竹市,4721,國軍新竹地區附設民眾診療處,0512040014,300,新竹市北區武陵路3號
4721,2015,新竹市,4722,劉復國診所,3512040599,300,新竹市北區中山路48號
4722,2015,新竹市,4723,台安耳鼻喉科診所,3512040955,300,新竹市北區北大路466號
4723,2015,新竹市,4724,簡志澔小兒科診所,3512040777,300,新竹市北區延平路一段165號
4724,2015,新竹市,4725,新生醫院,1412040022,300,新竹市北區西門街120號
4725,2015,新竹市,4726,新中興醫院,1512040051,300,新竹市北區興南街43號
4726,2015,新竹市,4727,平和醫療社團法人和平醫院,0912040012,300,新竹和北區平路86-1號
4727,2015,新竹市,4728,莊士易內科心臟內科診所,3512042262,300,新竹市北區中山路275號
4728,2015,新竹市,4729,新竹榮民之家醫務室,2712040010,300,新竹市北區崧嶺路57巷41號
4729,2015,新竹市,4730,陳志成耳鼻喉科診所,3512042520,300,新竹市北區西大路619號
4730,2015,新竹市,4731,杏慈婦產科診所,3512042593,300,新竹市北區客雅里經國路二段541號1樓
4731,2015,新竹市,4732,香山衛生所,2312050018,300,新竹市香山區牛埔路428號
4732,2015,新竹市,4733,元培診所,3512051341,300,新竹市香山區元培街306號
4733,2015,新竹市,4734,德康診所,3512051350,300,新竹市香山區內湖路47號
4734,2015,新竹市,4735,恩輝診所,3512050111,300,新竹市香山區內湖路60號
4735,2015,苗栗縣,4736,苗栗市衛生所,2335010012,360,苗栗縣苗栗市建民街28號
4736,2015,苗栗縣,4737,慢性病防治所,2235010010,360,苗栗縣苗栗市建民街28號
4737,2015,苗栗縣,4738,衛生福利部苗栗醫院,0135010016,360,苗栗縣苗栗市為公路747號
4738,2015,苗栗縣,4739,大千醫院,1535010051,360,苗栗縣苗栗市恭敬里恭敬路36號
4739,2015,苗栗縣,4740,新生醫院,1435010013,360,苗栗縣苗栗市新東街116號
4740,2015,苗栗縣,4741,協和醫院,1535010024,360,苗栗縣苗栗市中正路1367號
4741,2015,苗栗縣,4742,弘大醫院,1535011156,360,苗栗縣苗栗市新東街125號
4742,2015,苗栗縣,4743,蕭銘賢診所,3535012315,360,苗栗縣苗栗市中正路236號
4743,2015,苗栗縣,4744,蔡志弦診所,3535012342,360,苗栗縣苗栗市建功里中正路346號
4744,2015,苗栗縣,4745,詹求孚診所,3535010553,360,苗栗縣苗栗市中正路468號
4745,2015,苗栗縣,4746,劉文淦小兒科,3535010704,360,苗栗縣苗栗市至公路207號
4746,2015,苗栗縣,4747,李仁超小兒科,3535010713,360,苗栗縣苗栗市中正路125號
4747,2015,苗栗縣,4748,吳昆展小兒科,3535012173,360,苗栗縣苗栗市中正路69號
4748,2015,苗栗縣,4749,台糖診所,3535012075,360,苗栗縣苗栗市中正路1293號
4749,2015,苗栗縣,4750,天恩診所,3535012011,360,苗栗縣苗栗市中正路39號
4750,2015,苗栗縣,4751,中心診所,3535010133,360,苗栗縣苗栗市中正路632號2樓
4751,2015,苗栗縣,4752,良宜診所,3535021396,358,苗栗縣苑裡鎮建國路106號
4752,2015,苗栗縣,4753,小太陽小兒科診所,3535021252,358,苗栗縣苑裡鎮和平路97號
4753,2015,苗栗縣,4754,小朋友小兒科診所,3535021314,358,苗栗縣苑裡鎮和平路116號
4754,2015,苗栗縣,4755,小熊的森林診所,3535021341,358,苗栗縣苑裡鎮房裡里10-3號
4755,2015,苗栗縣,4756,台安診所,3535020166,358,苗栗縣苑裡鎮世界路1段45號
4756,2015,苗栗縣,4757,李綜合社團法人苑裡李綜合醫院,0935020027,358,苗栗縣苑裡鎮苑南里和平路168號
4757,2015,苗栗縣,4758,苑裡鎮衛生所,2335020018,358,苗栗縣苑裡鎮公民街16號
4758,2015,苗栗縣,4759,通霄鎮衛生所,2335030014,357,苗栗縣通霄鎮通西里中正路9號之6
4759,2015,苗栗縣,4760,光田醫院,1535031041,357,苗栗縣通霄鎮通西里中山路88號
4760,2015,苗栗縣,4761,仁泰診所,3535031490,357,苗栗縣通霄鎮通西里中正路99號2樓
4761,2015,苗栗縣,4762,宜佑診所,3535030288,357,苗栗縣通霄鎮通西里中興路49號
4762,2015,苗栗縣,4763,竹南鎮衛生所,2335040010,350,苗栗縣竹南鎮大營路209號
4763,2015,苗栗縣,4764,大眾醫院,1535040086,350,苗栗縣竹南鎮光復路304號
4764,2015,苗栗縣,4765,慈祐醫院,1535040068,350,苗栗縣竹南鎮民治街17號
4765,2015,苗栗縣,4766,陳登璋小兒科診所,3535041665,350,苗栗縣竹南鎮光復路27號
4766,2015,苗栗縣,4767,楊內科診所,3535041674,350,苗栗縣竹南鎮光復路27號
4767,2015,苗栗縣,4768,連進昌診所,3535040239,350,苗栗縣竹南鎮博愛街143號
4768,2015,苗栗縣,4769,邱文仁診所,3535041503,350,苗栗縣竹南鎮中正路21、25號
4769,2015,苗栗縣,4770,高秀春診所,3535041594,350,苗栗縣竹南鎮中正路21、25號
4770,2015,苗栗縣,4771,宏仁診所,3535041647,350,苗栗縣竹南鎮守法街2-13號
4771,2015,苗栗縣,4772,姜成佼診所,3535041405,350,苗栗縣竹南鎮守法街16-3號
4772,2015,苗栗縣,4773,宏安診所,3535041638,350,苗栗縣竹南鎮自強街38號
4773,2015,苗栗縣,4774,活力診所,3535041718,350,苗栗縣竹南鎮功明街２１２號１樓
4774,2015,苗栗縣,4775,頭份衛生所,2335050016,351,苗栗縣頭份鎮顯會路72號
4775,2015,苗栗縣,4776,慈惠聯合診所,3535051518,351,苗栗縣頭份鎮仁愛里銀河路118號
4776,2015,苗栗縣,4777,張內科,3535050066,351,苗栗縣頭份鎮中華路1038號
4777,2015,苗栗縣,4778,莊耳鼻喉科,3535050235,351,苗栗縣頭份鎮中華路938號
4778,2015,苗栗縣,4779,吳金垣小兒科,3535050388,351,苗栗縣頭份鎮自強路35號
4779,2015,苗栗縣,4780,晟新診所,3535051509,351,苗栗縣頭份鎮東興路63號
4780,2015,苗栗縣,4781,重光醫院,1535051178,351,苗栗縣頭份鎮中華路1039號
4781,2015,苗栗縣,4782,崇仁醫院,1535051196,351,苗栗縣頭份鎮東興路110號
4782,2015,苗栗縣,4783,為恭醫院,1135050020,351,苗栗縣頭份鎮信義路128號
4783,2015,苗栗縣,4784,祥安診所,3535050146,351,苗栗縣頭份鎮中華路928號
4784,2015,苗栗縣,4785,苗栗縣後龍鎮衛生所,2335060012,356,苗栗縣後龍鎮大庄里光華路375號
4785,2015,苗栗縣,4786,張聯合診所,3535060222,356,苗栗縣後龍鎮中華路60-12號
4786,2015,苗栗縣,4787,後龍診所,3535061416,356,苗栗縣後龍鎮大庄里中山路123號
4787,2015,苗栗縣,4788,卓蘭鎮衛生所,2335070018,369,苗栗縣卓蘭鎮中正路142號
4788,2015,苗栗縣,4789,老庄診所,3535071261,369,苗栗縣卓蘭鎮中山路63號1樓
4789,2015,苗栗縣,4790,卓錫彬診所,3535071145,369,苗栗縣卓蘭鎮新榮里中正路40號
4790,2015,苗栗縣,4791,農民診所,3535071270,369,苗栗縣卓蘭鎮中街里中正路145號
4791,2015,苗栗縣,4792,詹氏診所,3535070040,369,苗栗縣卓蘭鎮中街里中山路94號
4792,2015,苗栗縣,4793,大湖鄉衛生所,2335080014,360,苗栗縣大湖鄉中原路87號
4793,2015,苗栗縣,4794,大順醫院,1535081078,360,苗栗縣大湖鄉中正路48-5號
4794,2015,苗栗縣,4795,張仲達診所,3535090060,363,苗栗縣公館鄉館中村大同路128號
4795,2015,苗栗縣,4796,祥恩診所,3535091165,363,苗栗縣公館鄉館中村大同路80號
4796,2015,苗栗縣,4797,公館鄉衛生所,2335060012,363,苗栗縣公館鄉館中村大同路75號
4797,2015,苗栗縣,4798,公館診所,3535091218,363,苗栗縣公館鄉館東村5鄰安東街8號
4798,2015,苗栗縣,4799,佑誠診所,3535100089,366,苗栗縣銅鑼鄉新興路3-1號
4799,2015,苗栗縣,4800,平安診所,3535101095,366,苗栗縣銅鑼鄉中正路150號
4800,2015,苗栗縣,4801,銅鑼鄉衛生所,376450350I,366,苗栗縣銅鑼鄉銅鑼村新興路81號
4801,2015,苗栗縣,4802,南庄鄉衛生所,2335110017,353,苗栗縣南庄鄉大同路17號
4802,2015,苗栗縣,4803,苗栗縣頭屋鄉衛生所,2335120013,362,苗栗縣頭屋鄉頭屋村中山街54號
4803,2015,苗栗縣,4804,煥陽診所,3535120018,362,苗栗縣頭屋鄉獅潭村141-2號
4804,2015,苗栗縣,4805,三義鄉衛生所,2335130019,367,苗栗縣三義鄉廣盛村中正路152號
4805,2015,苗栗縣,4806,苗栗縣西湖鄉衛生所,2335140015,368,苗栗縣西湖鄉龍洞村1鄰16號
4806,2015,苗栗縣,4807,三湖診所,3535141053,368,苗栗縣西湖鄉三湖村店仔街42號1樓
4807,2015,苗栗縣,4808,造橋衛生所,2335150011,361,苗栗縣造橋鄉造橋村14鄰8-2號
4808,2015,苗栗縣,4809,三灣鄉衛生所,2335160017,352,苗栗縣三灣鄉親民路17號
4809,2015,苗栗縣,4810,三灣診所,3535161046,352,苗栗縣三灣鄉三灣村9鄰中正路91號
4810,2015,苗栗縣,4811,"獅潭鄉
衛生所",2335170013,354,苗栗縣獅潭鄉新店村11鄰130-6號
4811,2015,苗栗縣,4812,泰安衛生所,2335180019,365,苗栗縣泰安鄉清安村2鄰72號
4812,2015,臺中市,4813,博生婦產科診所,3536201361,412,台中市大里區德芳南路352號
4813,2015,臺中市,4814,張文華診所,3536150190,414,台中市烏日區中山路一段423號
4814,2015,臺中市,4815,宏輝內兒科診所,3517030100,403,台中市西區南屯路一段36-1號
4815,2015,臺中市,4816,豐原惠生小兒科診所,3503010047,420,台中市豐原區圓環北路1段319-1號
4816,2015,臺中市,4817,南區衛生所,2317040012,402,台中市南區工學路72號2樓
4817,2015,臺中市,4818,衛生福利部豐原醫院,0136010010,420,台中市豐原區安康路100號
4818,2015,臺中市,4819,楊啟坤耳鼻喉診所,3503010056,420,台中市豐原區豐東路16號
4819,2015,臺中市,4820,吳志修耳鼻喉科診所,3536011465,420,台中市豐原區中山路347號
4820,2015,臺中市,4821,清水區衛生所,2336040014,436,台中市清水區中山路92號
4821,2015,臺中市,4822,蘇光緯診所,3536040233,436,台中市清水區中山路198號
4822,2015,臺中市,4823,明生診所,3503060010,435,台中市梧棲區中央路一段931號
4823,2015,臺中市,4824,大雅區衛生所,2336100015,428,台中市大雅區中清東路２３２號 
4824,2015,臺中市,4825,林釗尚小兒科診所,3536101482,428,台中市大雅區大雅路149、151號
4825,2015,臺中市,4826,外埔診所,3536130134,438,台中市外埔區大同里甲后路297號
4826,2015,臺中市,4827,佳康診所,3536151517,414,台中市烏日區溪南路一段562號
4827,2015,臺中市,4828,賴永清小兒科診所,3536151437,414,台中市烏日區中山路一段538號
4828,2015,臺中市,4829,百健診所,3503160024,432,台中市大肚區沙田路2段614號
4829,2015,臺中市,4830,昆海內兒科診所,3503290205,406,台中市北屯區中清路60-5號
4830,2015,臺中市,4831,惠生小兒科診所,3517033567,403,台中市西區五權路201號1F
4831,2015,臺中市,4832,中西區衛生所,2303240013,403,台中市西區民權路105號
4832,2015,臺中市,4833,澄清綜合醫院,1517011112,400,台中市中區平等街139號
4833,2015,臺中市,4834,衛生福利部臺中醫院,0117030010,403,台中市西區三民路一段199號
4834,2015,臺中市,4835,東平內兒科診所,3517010537,400,台中市中區中正路311號
4835,2015,臺中市,4836,蔡小兒科診所,3517030575,403,台中市西區安龍里五權路2-62號
4836,2015,臺中市,4837,鄭煒達診所,3517031018,403,台中市西區公益路214號
4837,2015,臺中市,4838,吳榮峰小兒科診所,3517031554,403,台中市西區公益路252號
4838,2015,臺中市,4839,賴永章小兒科,3517033423,403,台中市西區大全街41號
4839,2015,臺中市,4840,曙光小兒科診所,3517033361,403,台中市西區五權西三街814號
4840,2015,臺中市,4841,美麗兒小兒科診所,3517033843,403,台中市西區向上路一段246號
4841,2015,臺中市,4842,康貝兒小兒科診所,3517034135,403,台中市西區向上路一段553號
4842,2015,臺中市,4843,佳慶診所,3517034368,403,台中市西區東興路三段272-1號1F
4843,2015,臺中市,4844,吳東洀小兒科診所,3517030968,403,台中市西區美村路一段362號
4844,2015,臺中市,4845,蔡芬苓小兒科診所,3517033254,403,台中市西區太原路212-1號
4845,2015,臺中市,4846,王道文聯合門診小兒科診所,3517031867,403,台中市西區太原路一段38號1F
4846,2015,臺中市,4847,阮春閔小兒科診所,3517031947,403,台中市西區南屯路一段148號1F
4847,2015,臺中市,4848,徐小兒科診所,3517030146,403,台中市西區忠誠里20鄰華美西街一段206-1號
4848,2015,臺中市,4849,承品診所,3517034073,403,台中市西區美村路一段150號
4849,2015,臺中市,4850,世紀聯合門診崇安診所,3517031698,403,台中市西區健行路1056號2F
4850,2015,臺中市,4851,劉義昇診所,3517031787,403,台中市西區公益路238號
4851,2015,臺中市,4852,曜廷診所,3517030351,403,台中市西區向上北路166號
4852,2015,臺中市,4853,雙安耳鼻喉科,3517031045,403,台中市西區向上路１段２７０號
4853,2015,臺中市,4854,曾憲彰耳鼻喉科診所,3517034224,403,台中市西區五權西路一段275號1F
4854,2015,臺中市,4855,家妍診所,3517033521,403,台中市西區忠明里美村路一段６５號１–４樓
4855,2015,臺中市,4856,新笙聯合診所,3517011178,400,台中市中區民權路100號1.3樓
4856,2015,臺中市,4857,台中仁愛醫院,1117010019,400,台中市中區柳川東路三段36號
4857,2015,臺中市,4858,第一醫院,1517011103,400,台中市中區民族路184號
4858,2015,臺中市,4859,林森醫院,1517030055,403,台中市西區三民路一段152-1號
4859,2015,臺中市,4860,丁鴻志婦產科診所,3517031410,403,台中巿西區臺灣大道２段１８１號３樓
4860,2015,臺中市,4861,維一診所,3517052026,403,台中市太原路一段220號
4861,2015,臺中市,4862,漢陽內科診所,3517031161,403,台中市西區建國路63號
4862,2015,臺中市,4863,宏安診所,3517033683,403,台中市西區林森路239號3樓
4863,2015,臺中市,4864,夏幸賢診所,3517012504,403,台中市中區民權路154號
4864,2015,臺中市,4865,劉彥山診所,3517030799,403,台中市西區向上路一段361號
4865,2015,臺中市,4866,顏子淳耳鼻喉科診所,3503240198,403,台中市西區公益路190號
4866,2015,臺中市,4867,美村婦產科診所,3517033665,403,台中市西區美村路１段５８８號
4867,2015,臺中市,4868,東區衛生所,2317020010,401,台中市東區信義街142號
4868,2015,臺中市,4869,全威診所,3517020917,401,台中市東區力行路45號
4869,2015,臺中市,4870,台新醫院,1517020040,401,台中市東區振興路441號
4870,2015,臺中市,4871,陳國華小兒科診所,3517020775,401,台中市東區進化路218之1號
4871,2015,臺中市,4872,惟康耳鼻喉科診所,3517020891,401,台中市東區建成路662號
4872,2015,臺中市,4873,兆揚內科診所,3517020873,401,台中市東區十甲路426號
4873,2015,臺中市,4874,翔新診所,3503230067,401,台中市東區十甲東路768號
4874,2015,臺中市,4875,佑佑診所,3517022199,401,台中市東區十甲路501號
4875,2015,臺中市,4876,台安醫院進化總院,1517021074,401,台中市東區進化路203號
4876,2015,臺中市,4877,中國東區分院,1317020519,401,台中市東區自由路三段296號
4877,2015,臺中市,4878,林豐釜小兒科,3517022215,401,台中市東區旱溪東路ㄧ段293號
4878,2015,臺中市,4879,中山醫學大學附設醫院,1317040011,402,台中市南區建國北路一段110號
4879,2015,臺中市,4880,陳鉉煒小兒科,3517040839,402,台中市南區台中路156號
4880,2015,臺中市,4881,李宜瑞診所,3517040428,402,台中市南區忠孝路101號
4881,2015,臺中市,4882,王振偉小兒科,3517040820,402,台中市南區南屯路一段271號
4882,2015,臺中市,4883,林志鴻小兒科,3517040900,402,台中市南區美村南路199號
4883,2015,臺中市,4884,林忠立診所,3517041934,402,台中市南區美村南路58號
4884,2015,臺中市,4885,慶燿診所,3503250078,402,台中市南區國光路241號
4885,2015,臺中市,4886,陳豪江診所,3517040777,402,台中市南區復興路二段100號
4886,2015,臺中市,4887,祐強診所,3503250014,402,台中市南區工學路128號
4887,2015,臺中市,4888,瑞銘診所,3503250050,402,台中市南區工學路50號
4888,2015,臺中市,4889,陳德義診所,3517040697,402,台中市南區美村南路147號
4889,2015,臺中市,4890,中山醫學大學附設醫院中興分院,1317040039,402,台中市南區復興路二段11號
4890,2015,臺中市,4891,宏恩醫院　,1517040015,402,台中市南區復興路二段38-13號
4891,2015,臺中市,4892,復興家醫科診所,3517040099,402,台中市南區復興路三段235號
4892,2015,臺中市,4893,康乃文診所,3517040768,402,台中市南區三民西路232號
4893,2015,臺中市,4894,羅倫檭診所,3517040115,402,台中市南區仁和路185號
4894,2015,臺中市,4895,劉南華診所,3517040615,402,台中市南區南平路167號
4895,2015,臺中市,4896,正安家醫科診所,3517042011,402,台中市南區高工路91號
4896,2015,臺中市,4897,陳長庚診所,3517040624,402,台中市南區復興路二段133-1號
4897,2015,臺中市,4898,林恆立診所,3517040526,402,台中市南區復興路三段339號
4898,2015,臺中市,4899,穎眾兒科診所,3503250149,402,台中市南區工學路159號1樓
4899,2015,臺中市,4900,北區衛生所,2317050018,404,台中市北區永興街301號4樓
4900,2015,臺中市,4901,國軍台中總醫院中清院區,0517050010,404,台中市北區忠明路500號
4901,2015,臺中市,4902,中國醫藥大學附設醫院,1317050017,404,台中市北區育德路２號
4902,2015,臺中市,4903,施俊哲診所,3517053765,404,台中市北區忠明路510號1樓
4903,2015,臺中市,4904,康暉耳鼻喉科診所,3517052311,404,台中市北區大雅路592號
4904,2015,臺中市,4905,張右川診所,3517054360,404,台中市北區興進路211-2號
4905,2015,臺中市,4906,"周學儉家庭醫學科
診所",3517051145,404,台中市北區育樂街2-14號
4906,2015,臺中市,4907,台安醫院雙十分院,1517051125,404,台中市北區雙十路二段29號
4907,2015,臺中市,4908,太原診所,3517051752,404,台中市北區太原路一段532號3樓
4908,2015,臺中市,4909,小太陽聯合診所,3517054119,404,台中市北區漢口路3段179號1樓
4909,2015,臺中市,4910,陳正豊內科診所,3517052571,404,台中市北區北平路2段80號
4910,2015,臺中市,4911,紀外科泌尿科診所,3517050700,404,台中市北區梅亭街479號
4911,2015,臺中市,4912,承鴻耳鼻喉科診所,3517052526,404,台中市北區大雅路630號
4912,2015,臺中市,4913,仟順診所,3517053961,404,台中市北區崇德路一段502號
4913,2015,臺中市,4914,郭耳鼻喉科診所,3517052357,404,台中市北區健行路594號
4914,2015,臺中市,4915,勝美醫院,1517051107,404,台中市北區五權路482號
4915,2015,臺中市,4916,"林健家庭醫學科
診所",3517050988,404,台中市北區進化路643號
4916,2015,臺中市,4917,順天醫療社團法人順天醫院,0903260015,404,台中市北區三民路三段333號
4917,2015,臺中市,4918,文冠內科診所,3517052535,404,台中市北區學士路255號5樓
4918,2015,臺中市,4919,洪振民耳鼻喉科診所,3517051421,404,台中市北區大雅路454-2號
4919,2015,臺中市,4920,慈仁診所,3517054100,404,台中市北區五權路488-8號6樓
4920,2015,臺中市,4921,現代診所,3517052419,404,台中市北區進化北路163號
4921,2015,臺中市,4922,吳英偉診所,3517052393,404,台中市北區大雅路27-10號
4922,2015,臺中市,4923,台中家幼診所,3503260118,404,台中市北區進化北路96號1樓
4923,2015,臺中市,4924,展弘耳鼻喉科,3517052080,404,台中市北區漢口路四段322號
4924,2015,臺中市,4925,光恒診所,3503260056,404,台中市北區文化街1號
4925,2015,臺中市,4926,祥祐診所,3517051967,404,台中市北區三民路三段348號
4926,2015,臺中市,4927,許文俊小兒科診所,3517054164,404,台中市北區進化北路265號
4927,2015,臺中市,4928,陳萬得小兒科診所,3517051092,404,台中市北區進化路300號
4928,2015,臺中市,4929,鄭俊智診所,3517051225,404,台中市北區漢口路四段50號
4929,2015,臺中市,4930,中新小兒科診所,3517050166,404,台中市北區三民路三段267號
4930,2015,臺中市,4931,巧比小兒科診所,3517052268,404,台中市北區北平路二段43號
4931,2015,臺中市,4932,江坤燦小兒科診所,3517052660,404,台中市北區進化北路118巷51.53號
4932,2015,臺中市,4933,永旭診所,3517054431,404,台中市北區民權路353號1樓
4933,2015,臺中市,4934,施永泰小兒科診所,3517051770,404,台中市北區梅亭街200號
4934,2015,臺中市,4935,呂錦泉小兒科診所,3517050246,404,台中市北區崇德路一段119號
4935,2015,臺中市,4936,秀慧診所,3517054066,404,台中市北區忠明路268號
4936,2015,臺中市,4937,新亞東婦產科醫院,1517050084,404,台中市北區大雅路271號
4937,2015,臺中市,4938,弘安家庭醫學科診所,3517050602,404,台中市北區天津路二段166號
4938,2015,臺中市,4939,欣揚診所,3503260341,404,台中市北區漢口路４段３０６號１樓、３０８號１樓
4939,2015,臺中市,4940,謝佳璋小兒科診所,3517054002,404,台中市北區漢口路四段357號
4940,2015,臺中市,4941,台中榮總,0617060018,407,台中市西屯區中港路三段160號
4941,2015,臺中市,4942,澄清中港院區,1517061032,407,台中市西屯區中港路三段118號
4942,2015,臺中市,4943,陳永忠小兒科,3517061098,407,台中市西屯區西屯路三段159-68號
4943,2015,臺中市,4944,溢恩診所,3517064053,407,台中市西屯區西屯路3段159-82號
4944,2015,臺中市,4945,理想家小兒科,3517063056,407,台中市西屯區福雅路73號
4945,2015,臺中市,4946,吉安診所,3517061132,407,台中市西屯區青海路一段65-2號1樓
4946,2015,臺中市,4947,三和診所,3517062782,407,台中市西屯區漢口路二段110-3號
4947,2015,臺中市,4948,何茂霖小兒科,3517063092,407,台中市西屯區福星路2-1號
4948,2015,臺中市,4949,佑兒診所,3517063127,407,台中市西屯區大墩路887號
4949,2015,臺中市,4950,辛隆士家醫科,3517064295,407,台中市西屯區東興路3段369號
4950,2015,臺中市,4951,懷生小兒科,3517061534,407,台中市西屯區忠義街102號1樓
4951,2015,臺中市,4952,世民小兒科,3517061507,407,台中市西屯區河南路二段411號
4952,2015,臺中市,4953,林婦產科,3517060340,407,台中市西屯區河南路二段420號
4953,2015,臺中市,4954,福茂小兒科,3517061178,407,台中市西屯區西屯路二段273-1號
4954,2015,臺中市,4955,林聖凱婦產科,3517063369,407,台中市西屯區福科路702號
4955,2015,臺中市,4956,曾曉鐘診所,3517063494,407,台中市西屯區河南路二段496號
4956,2015,臺中市,4957,崇芳小兒科,3517063083,407,台中市西屯區福科路419號1樓
4957,2015,臺中市,4958,福安耳鼻喉科,3517062979,407,台中市西屯區西屯路三段153-2號
4958,2015,臺中市,4959,林士惟診所,3503270169,407,台中市西屯區上安路117號
4959,2015,臺中市,4960,喜洋洋小兒科,3503270267,407,台中市西屯區河南路2段429號
4960,2015,臺中市,4961,永群小兒科,3503270276,407,台中市西屯區西屯路三段166-29號1樓
4961,2015,臺中市,4962,奇譽小兒科診所,3517064419,407,台中市西屯區西屯路2段255號
4962,2015,臺中市,4963,安家小兒科診所,3503270507,407,台中市西屯區大鵬路9號
4963,2015,臺中市,4964,范其就診所,3517064026,407,台中市西屯區長安路2段1號1樓
4964,2015,臺中市,4965,瑞安診所,3503270301,407,台中市西屯區福科路946號1樓及B1
4965,2015,臺中市,4966,佳禾診所,3517063896,407,台中市西屯區福安路5號
4966,2015,臺中市,4967,裕仁診所,3517061605,407,台中市西屯區大墩十九街208-2號1樓
4967,2015,臺中市,4968,義鈜診所,3503270187,407,台中市西屯區安和路200號
4968,2015,臺中市,4969,平安診所,3517061123,407,台中市西屯區大墩路917-1號
4969,2015,臺中市,4970,漢諾威家庭醫學科診所,3503270034,407,台中市西屯區青海路一段112號
4970,2015,臺中市,4971,長泓診所,3517060519,407,台中市西屯區中工三路65號
4971,2015,臺中市,4972,博濟診所,3517063592,407,台中市西屯區逢甲路227-1號
4972,2015,臺中市,4973,昇暘診所,3503270767,407,台中市西屯區福林路381號
4973,2015,臺中市,4974,佑家親子診所,3503270883,407,台中市西屯區青海路２段２４２－３１號１樓
4974,2015,臺中市,4975,陳俊宏小兒科診所,3517061169,407,台中市西屯區青海路１段３之３號１樓
4975,2015,臺中市,4976,傑安內科診所,3517063047,407,台中市西屯區河南路２段２４６號１樓、２樓
4976,2015,臺中市,4977,南屯區衛生所,2317070010,408,台中市南屯區向心南路811號
4977,2015,臺中市,4978,林新醫療社團法人林新醫院,0917070029,408,台中市南屯區惠中路三段36號
4978,2015,臺中市,4979,小熊小兒科診所,3517073230,408,台中市南屯區向上南路一段179號1樓
4979,2015,臺中市,4980,張智誠診所,3503280209,408,台中市南屯區寶山東1街5號1樓
4980,2015,臺中市,4981,張家強小兒科診所,3517070515,408,台中市南屯區黎明路二段490號
4981,2015,臺中市,4982,賴東昇小兒科診所,3517072180,408,台中市南屯區大業路93號
4982,2015,臺中市,4983,董建宗小兒科診所,3517072028,408,台中市南屯區大墩路508號
4983,2015,臺中市,4984,博幼小兒科診所,3517072368,408,台中市南屯區公益路二段181號
4984,2015,臺中市,4985,寶貝熊小兒科診所,3517072304,408,台中市南屯區公益路二段362.366號
4985,2015,臺中市,4986,明道小兒科診所,3517070444,408,台中市南屯區向心南路933號
4986,2015,臺中市,4987,蘇晉暉診所,3517070453,408,台中市南屯區向心路35號
4987,2015,臺中市,4988,李漢亮小兒科診所,3517070499,408,台中市南屯區忠勇路41-3號
4988,2015,臺中市,4989,慶明小兒科診所,3517072644,408,台中市南屯區河南路四段368號1樓
4989,2015,臺中市,4990,祥恩診所,3517072359,408,台中市南屯區大墩路321號
4990,2015,臺中市,4991,郭品君診所,3517070293,408,台中市南屯區黎明路一段1059.1061號1樓
4991,2015,臺中市,4992,親子診所,3517070533,408,台中市南屯區黎明路一段1091號
4992,2015,臺中市,4993,汪小兒科診所,3517072260,408,台中市南屯區黎明路一段1138號1樓
4993,2015,臺中市,4994,林俊彥小兒科診所,3517072279,408,台中市南屯區黎明路一段229號
4994,2015,臺中市,4995,施勝桓小兒科診所,3517070837,408,台中市南屯區黎明路二段286號
4995,2015,臺中市,4996,林子巡小兒科,3517073025,408,台中市南屯區永春東七路898號
